Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ian-vyse (bc-uncertainty) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.19.8
wandb: Run data is saved locally in /home/vyseian/GitHub/SAILOR/wandb/run-20260114_191551-p0lotglo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run robomimic__square/seed0_demos299
wandb: ⭐️ View project at https://wandb.ai/bc-uncertainty/SAILOR_robomimic
wandb: 🚀 View run at https://wandb.ai/bc-uncertainty/SAILOR_robomimic/runs/p0lotglo
[robosuite WARNING] No private macro file found! (macros.py:53)
[robosuite WARNING] It is recommended to use a private macro file (macros.py:54)
[robosuite WARNING] To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robosuite/scripts/setup_macros.py (macros.py:55)
Logdir scratch_dir/logs/robomimic__square/seed0_demos299/seed0
---------------------
Task: robomimic__square
Logging to: scratch_dir/logs/robomimic__square/seed0_demos299/seed0
Time Limit: 500 | Max Env Steps: 756756
---------------------
ROBOMIMIC WARNING(
    No private macro file found!
    It is recommended to use a private macro file
    To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robomimic/scripts/setup_macros.py
)
Initizalizing norm_dict with ob_dim=9 and ac_dim=7
Loaded 299 training episodes
Loaded 1 validation episodes
Min expert demo length: 123
Max expert demo length: 1051
Avg expert demo length: 268.8026755852843
Enviroment State Dim: 9, Action Dim: 7
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Action Space: Box(-1.0, 1.0, (7,), float32). Low: [-1. -1. -1. -1. -1. -1. -1.]. High: [1. 1. 1. 1. 1. 1. 1.]
----------------No base policy path provided, begin training diffusion policy--------------
DiffusionUnet + ResNet18 has 27272407 parameters
Scheduler Initialized:  <data4robotics.trainers.base.CosineAnnealingWarmupRestarts object at 0x7a5cd8ac1660>
DP Step: 0	Log Step: 0	Loss: 68.08232116699219
[WM + Critic Training] Itr: 18419/227026, Value Loss: 4.538413047790527
[WM + Critic Training] Itr: 18469/227026, Value Loss: 4.796858787536621
[WM + Critic Training] Itr: 18519/227026, Value Loss: 5.8867998123168945
[WM + Critic Training] Itr: 18569/227026, Value Loss: 6.041652679443359
[WM + Critic Training] Itr: 18619/227026, Value Loss: 6.712459087371826
[WM + Critic Training] Itr: 18669/227026, Value Loss: 4.22084379196167
[WM + Critic Training] Itr: 18719/227026, Value Loss: 5.145885467529297
[WM + Critic Training] Itr: 18769/227026, Value Loss: 6.758437156677246
[WM + Critic Training] Itr: 18819/227026, Value Loss: 5.556708812713623
[WM + Critic Training] Itr: 18869/227026, Value Loss: 5.0575056076049805
[WM + Critic Training] Itr: 18919/227026, Value Loss: 4.562963485717773
[WM + Critic Training] Itr: 18969/227026, Value Loss: 4.827903747558594
[WM + Critic Training] Itr: 19019/227026, Value Loss: 5.709262847900391
[WM + Critic Training] Itr: 19069/227026, Value Loss: 3.3728339672088623
[WM + Critic Training] Itr: 19119/227026, Value Loss: 5.50454044342041
[WM + Critic Training] Itr: 19169/227026, Value Loss: 4.839256763458252
[WM + Critic Training] Itr: 19219/227026, Value Loss: 5.296741485595703
[WM + Critic Training] Itr: 19269/227026, Value Loss: 6.119067192077637
[WM + Critic Training] Itr: 19319/227026, Value Loss: 5.290376663208008
[WM + Critic Training] Itr: 19369/227026, Value Loss: 5.273403167724609
[WM + Critic Training] Itr: 19419/227026, Value Loss: 4.527413845062256
[WM + Critic Training] Itr: 19469/227026, Value Loss: 4.458334445953369
[WM + Critic Training] Itr: 19519/227026, Value Loss: 6.556228160858154
[WM + Critic Training] Itr: 19569/227026, Value Loss: 4.446286201477051
[WM + Critic Training] Itr: 19619/227026, Value Loss: 5.192536354064941
[WM + Critic Training] Itr: 19669/227026, Value Loss: 4.936793327331543
[WM + Critic Training] Itr: 19719/227026, Value Loss: 5.812234401702881
[WM + Critic Training] Itr: 19769/227026, Value Loss: 5.145893096923828
[WM + Critic Training] Itr: 19819/227026, Value Loss: 4.889430046081543
[WM + Critic Training] Itr: 19869/227026, Value Loss: 6.615188121795654
[WM + Critic Training] Itr: 19919/227026, Value Loss: 4.878364086151123
[WM + Critic Training] Itr: 19969/227026, Value Loss: 6.749095916748047
[WM + Critic Training] Itr: 20019/227026, Value Loss: 5.3383636474609375
[WM + Critic Training] Itr: 20069/227026, Value Loss: 6.443645477294922
[WM + Critic Training] Itr: 20119/227026, Value Loss: 5.405464172363281
[WM + Critic Training] Itr: 20169/227026, Value Loss: 5.421069145202637
[WM + Critic Training] Itr: 20219/227026, Value Loss: 4.808462142944336
[WM + Critic Training] Itr: 20269/227026, Value Loss: 5.943012237548828
[WM + Critic Training] Itr: 20319/227026, Value Loss: 6.602200508117676
[WM + Critic Training] Itr: 20369/227026, Value Loss: 5.714112758636475
[WM + Critic Training] Itr: 20419/227026, Value Loss: 4.8462443351745605
[WM + Critic Training] Itr: 20469/227026, Value Loss: 6.192801475524902
[WM + Critic Training] Itr: 20519/227026, Value Loss: 7.574309349060059
[WM + Critic Training] Itr: 20569/227026, Value Loss: 5.621968746185303
[WM + Critic Training] Itr: 20619/227026, Value Loss: 5.673488616943359
[WM + Critic Training] Itr: 20669/227026, Value Loss: 6.010201930999756
[WM + Critic Training] Itr: 20719/227026, Value Loss: 5.9314093589782715
[WM + Critic Training] Itr: 20769/227026, Value Loss: 6.0912184715271
[WM + Critic Training] Itr: 20819/227026, Value Loss: 5.559231758117676
[WM + Critic Training] Itr: 20869/227026, Value Loss: 5.058952808380127
[WM + Critic Training] Itr: 20919/227026, Value Loss: 5.404666423797607
[WM + Critic Training] Itr: 20969/227026, Value Loss: 5.1468048095703125
[WM + Critic Training] Itr: 21019/227026, Value Loss: 6.8734893798828125
[WM + Critic Training] Itr: 21069/227026, Value Loss: 5.627703666687012
[WM + Critic Training] Itr: 21119/227026, Value Loss: 5.894716262817383
[WM + Critic Training] Itr: 21169/227026, Value Loss: 5.9891791343688965
[WM + Critic Training] Itr: 21219/227026, Value Loss: 6.563076972961426
[WM + Critic Training] Itr: 21269/227026, Value Loss: 6.052957057952881
[WM + Critic Training] Itr: 21319/227026, Value Loss: 4.211930274963379
[WM + Critic Training] Itr: 21369/227026, Value Loss: 6.0284552574157715
[WM + Critic Training] Itr: 21419/227026, Value Loss: 5.7551069259643555
[WM + Critic Training] Itr: 21469/227026, Value Loss: 4.9040374755859375
[WM + Critic Training] Itr: 21519/227026, Value Loss: 5.898667812347412
[WM + Critic Training] Itr: 21569/227026, Value Loss: 5.62330961227417
[WM + Critic Training] Itr: 21619/227026, Value Loss: 6.220803737640381
[WM + Critic Training] Itr: 21669/227026, Value Loss: 4.721431732177734
[WM + Critic Training] Itr: 21719/227026, Value Loss: 4.560248851776123
[WM + Critic Training] Itr: 21769/227026, Value Loss: 5.352853298187256
[WM + Critic Training] Itr: 21819/227026, Value Loss: 8.071673393249512
[WM + Critic Training] Itr: 21869/227026, Value Loss: 5.941567897796631
[WM + Critic Training] Itr: 21919/227026, Value Loss: 6.337653160095215
[WM + Critic Training] Itr: 21969/227026, Value Loss: 4.223155975341797
[WM + Critic Training] Itr: 22019/227026, Value Loss: 6.051080226898193
[WM + Critic Training] Itr: 22069/227026, Value Loss: 5.354103088378906
[WM + Critic Training] Itr: 22119/227026, Value Loss: 5.055793285369873
[WM + Critic Training] Itr: 22169/227026, Value Loss: 5.743777275085449
[WM + Critic Training] Itr: 22219/227026, Value Loss: 6.448230743408203
[WM + Critic Training] Itr: 22269/227026, Value Loss: 6.840463638305664
[WM + Critic Training] Itr: 22319/227026, Value Loss: 4.294429779052734
[WM + Critic Training] Itr: 22369/227026, Value Loss: 5.199355125427246
[WM + Critic Training] Itr: 22419/227026, Value Loss: 5.119340419769287
[WM + Critic Training] Itr: 22469/227026, Value Loss: 5.696681499481201
[WM + Critic Training] Itr: 22519/227026, Value Loss: 5.492572784423828
[WM + Critic Training] Itr: 22569/227026, Value Loss: 5.700708389282227
[WM + Critic Training] Itr: 22619/227026, Value Loss: 6.482234477996826
[WM + Critic Training] Itr: 22669/227026, Value Loss: 7.957544326782227
[WM + Critic Training] Itr: 22719/227026, Value Loss: 5.7821478843688965
[WM + Critic Training] Itr: 22769/227026, Value Loss: 6.509232521057129
[WM + Critic Training] Itr: 22819/227026, Value Loss: 5.270057678222656
[WM + Critic Training] Itr: 22869/227026, Value Loss: 7.384391784667969
[WM + Critic Training] Itr: 22919/227026, Value Loss: 6.5735182762146
[WM + Critic Training] Itr: 22969/227026, Value Loss: 5.989060878753662
[WM + Critic Training] Itr: 23019/227026, Value Loss: 7.133602142333984
[WM + Critic Training] Itr: 23069/227026, Value Loss: 5.522937774658203
[WM + Critic Training] Itr: 23119/227026, Value Loss: 5.225661754608154
[WM + Critic Training] Itr: 23169/227026, Value Loss: 6.69063138961792
[WM + Critic Training] Itr: 23219/227026, Value Loss: 6.36502742767334
[WM + Critic Training] Itr: 23269/227026, Value Loss: 5.251477241516113
[WM + Critic Training] Itr: 23319/227026, Value Loss: 6.706943035125732
[WM + Critic Training] Itr: 23369/227026, Value Loss: 5.628489971160889
[WM + Critic Training] Itr: 23419/227026, Value Loss: 8.123976707458496
[WM + Critic Training] Itr: 23469/227026, Value Loss: 5.8999528884887695
[WM + Critic Training] Itr: 23519/227026, Value Loss: 7.445095062255859
[WM + Critic Training] Itr: 23569/227026, Value Loss: 5.832559585571289
[WM + Critic Training] Itr: 23619/227026, Value Loss: 5.070961952209473
[WM + Critic Training] Itr: 23669/227026, Value Loss: 8.622574806213379
[WM + Critic Training] Itr: 23719/227026, Value Loss: 5.141977310180664
[WM + Critic Training] Itr: 23769/227026, Value Loss: 7.528922080993652
[WM + Critic Training] Itr: 23819/227026, Value Loss: 5.42645788192749
[WM + Critic Training] Itr: 23869/227026, Value Loss: 6.308357238769531
[WM + Critic Training] Itr: 23919/227026, Value Loss: 8.270031929016113
[WM + Critic Training] Itr: 23969/227026, Value Loss: 6.221922874450684
[WM + Critic Training] Itr: 24019/227026, Value Loss: 6.324766159057617
[WM + Critic Training] Itr: 24069/227026, Value Loss: 6.01198673248291
[WM + Critic Training] Itr: 24119/227026, Value Loss: 8.228440284729004
[WM + Critic Training] Itr: 24169/227026, Value Loss: 5.657210826873779
[WM + Critic Training] Itr: 24219/227026, Value Loss: 6.49517822265625
[WM + Critic Training] Itr: 24269/227026, Value Loss: 5.850184917449951
[WM + Critic Training] Itr: 24319/227026, Value Loss: 6.093057155609131
[WM + Critic Training] Itr: 24369/227026, Value Loss: 5.237798690795898
[WM + Critic Training] Itr: 24419/227026, Value Loss: 6.484887599945068
[WM + Critic Training] Itr: 24469/227026, Value Loss: 7.176497459411621
[WM + Critic Training] Itr: 24519/227026, Value Loss: 5.994884014129639
[WM + Critic Training] Itr: 24569/227026, Value Loss: 5.780901908874512
[WM + Critic Training] Itr: 24619/227026, Value Loss: 6.140727996826172
[WM + Critic Training] Itr: 24669/227026, Value Loss: 6.8866987228393555
[WM + Critic Training] Itr: 24719/227026, Value Loss: 6.290500164031982
[WM + Critic Training] Itr: 24769/227026, Value Loss: 10.4210844039917
[WM + Critic Training] Itr: 24819/227026, Value Loss: 6.152458190917969
[WM + Critic Training] Itr: 24869/227026, Value Loss: 7.942497253417969
[WM + Critic Training] Itr: 24919/227026, Value Loss: 8.084712982177734
[WM + Critic Training] Itr: 24969/227026, Value Loss: 5.777159690856934
[WM + Critic Training] Itr: 25019/227026, Value Loss: 10.213534355163574
[WM + Critic Training] Itr: 25069/227026, Value Loss: 7.314149856567383
[WM + Critic Training] Itr: 25119/227026, Value Loss: 7.756215572357178
[WM + Critic Training] Itr: 25169/227026, Value Loss: 6.510809898376465
[WM + Critic Training] Itr: 25219/227026, Value Loss: 5.67432975769043
[WM + Critic Training] Itr: 25269/227026, Value Loss: 4.881322383880615
[WM + Critic Training] Itr: 25319/227026, Value Loss: 8.152091979980469
[WM + Critic Training] Itr: 25369/227026, Value Loss: 8.066987991333008
[WM + Critic Training] Itr: 25419/227026, Value Loss: 7.774825096130371
[WM + Critic Training] Itr: 25469/227026, Value Loss: 9.607504844665527
[WM + Critic Training] Itr: 25519/227026, Value Loss: 6.209455490112305
[WM + Critic Training] Itr: 25569/227026, Value Loss: 6.191042900085449
[WM + Critic Training] Itr: 25619/227026, Value Loss: 6.501706600189209
[WM + Critic Training] Itr: 25669/227026, Value Loss: 7.622432708740234
[WM + Critic Training] Itr: 25719/227026, Value Loss: 5.022442817687988
[WM + Critic Training] Itr: 25769/227026, Value Loss: 6.3343939781188965
[WM + Critic Training] Itr: 25819/227026, Value Loss: 8.038312911987305
[WM + Critic Training] Itr: 25869/227026, Value Loss: 7.1422438621521
[WM + Critic Training] Itr: 25919/227026, Value Loss: 9.680305480957031
[WM + Critic Training] Itr: 25969/227026, Value Loss: 5.133914470672607
[WM + Critic Training] Itr: 26019/227026, Value Loss: 6.850916862487793
[WM + Critic Training] Itr: 26069/227026, Value Loss: 7.832236289978027
[WM + Critic Training] Itr: 26119/227026, Value Loss: 7.660501003265381
[WM + Critic Training] Itr: 26169/227026, Value Loss: 6.681909084320068
[WM + Critic Training] Itr: 26219/227026, Value Loss: 7.436649322509766
[WM + Critic Training] Itr: 26269/227026, Value Loss: 7.245614528656006
[WM + Critic Training] Itr: 26319/227026, Value Loss: 6.0926971435546875
[WM + Critic Training] Itr: 26369/227026, Value Loss: 6.656833648681641
[WM + Critic Training] Itr: 26419/227026, Value Loss: 5.778717994689941
[WM + Critic Training] Itr: 26469/227026, Value Loss: 6.5626630783081055
[WM + Critic Training] Itr: 26519/227026, Value Loss: 8.339509963989258
[WM + Critic Training] Itr: 26569/227026, Value Loss: 7.885650634765625
[WM + Critic Training] Itr: 26619/227026, Value Loss: 4.529804229736328
[WM + Critic Training] Itr: 26669/227026, Value Loss: 6.7172064781188965
[WM + Critic Training] Itr: 26719/227026, Value Loss: 6.8995771408081055
[WM + Critic Training] Itr: 26769/227026, Value Loss: 5.700807571411133
[WM + Critic Training] Itr: 26819/227026, Value Loss: 8.1181640625
[WM + Critic Training] Itr: 26869/227026, Value Loss: 5.739823341369629
[WM + Critic Training] Itr: 26919/227026, Value Loss: 5.52646017074585
[WM + Critic Training] Itr: 26969/227026, Value Loss: 9.794397354125977
[WM + Critic Training] Itr: 27019/227026, Value Loss: 6.498264312744141
[WM + Critic Training] Itr: 27069/227026, Value Loss: 6.111967086791992
[WM + Critic Training] Itr: 27119/227026, Value Loss: 8.723148345947266
[WM + Critic Training] Itr: 27169/227026, Value Loss: 8.30129337310791
[WM + Critic Training] Itr: 27219/227026, Value Loss: 7.149805068969727
[WM + Critic Training] Itr: 27269/227026, Value Loss: 8.048209190368652
[WM + Critic Training] Itr: 27319/227026, Value Loss: 5.577103614807129
[WM + Critic Training] Itr: 27369/227026, Value Loss: 7.563462734222412
[WM + Critic Training] Itr: 27419/227026, Value Loss: 7.66477108001709
[WM + Critic Training] Itr: 27469/227026, Value Loss: 5.6529860496521
[WM + Critic Training] Itr: 27519/227026, Value Loss: 6.976598262786865
[WM + Critic Training] Itr: 27569/227026, Value Loss: 10.37625503540039
[WM + Critic Training] Itr: 27619/227026, Value Loss: 7.797934532165527
[WM + Critic Training] Itr: 27669/227026, Value Loss: 9.614604949951172
[WM + Critic Training] Itr: 27719/227026, Value Loss: 7.66109037399292
[WM + Critic Training] Itr: 27769/227026, Value Loss: 7.0001726150512695
[WM + Critic Training] Itr: 27819/227026, Value Loss: 6.25338077545166
[WM + Critic Training] Itr: 27869/227026, Value Loss: 7.296879768371582
[WM + Critic Training] Itr: 27919/227026, Value Loss: 5.198662757873535
[WM + Critic Training] Itr: 27969/227026, Value Loss: 7.122328758239746
[WM + Critic Training] Itr: 28019/227026, Value Loss: 7.179668426513672
[WM + Critic Training] Itr: 28069/227026, Value Loss: 7.815831184387207
[WM + Critic Training] Itr: 28119/227026, Value Loss: 6.877602577209473
[WM + Critic Training] Itr: 28169/227026, Value Loss: 7.445784568786621
[WM + Critic Training] Itr: 28219/227026, Value Loss: 8.315150260925293
[WM + Critic Training] Itr: 28269/227026, Value Loss: 7.286862850189209
[WM + Critic Training] Itr: 28319/227026, Value Loss: 9.697759628295898
[WM + Critic Training] Itr: 28369/227026, Value Loss: 7.137373924255371
[WM + Critic Training] Itr: 28419/227026, Value Loss: 7.7520551681518555
[WM + Critic Training] Itr: 28469/227026, Value Loss: 8.417303085327148
[WM + Critic Training] Itr: 28519/227026, Value Loss: 6.638298034667969
[WM + Critic Training] Itr: 28569/227026, Value Loss: 9.387748718261719
[WM + Critic Training] Itr: 28619/227026, Value Loss: 9.368430137634277
[WM + Critic Training] Itr: 28669/227026, Value Loss: 7.038238048553467
[WM + Critic Training] Itr: 28719/227026, Value Loss: 9.08399772644043
[WM + Critic Training] Itr: 28769/227026, Value Loss: 6.728253364562988
[WM + Critic Training] Itr: 28819/227026, Value Loss: 6.044150352478027
[WM + Critic Training] Itr: 28869/227026, Value Loss: 7.037276268005371
[WM + Critic Training] Itr: 28919/227026, Value Loss: 7.417998313903809
[WM + Critic Training] Itr: 28969/227026, Value Loss: 7.2617902755737305
[WM + Critic Training] Itr: 29019/227026, Value Loss: 8.224063873291016
[WM + Critic Training] Itr: 29069/227026, Value Loss: 8.464703559875488
[WM + Critic Training] Itr: 29119/227026, Value Loss: 6.788022041320801
[WM + Critic Training] Itr: 29169/227026, Value Loss: 8.016715049743652
[WM + Critic Training] Itr: 29219/227026, Value Loss: 9.117586135864258
[WM + Critic Training] Itr: 29269/227026, Value Loss: 8.915119171142578
[WM + Critic Training] Itr: 29319/227026, Value Loss: 5.497972011566162
[WM + Critic Training] Itr: 29369/227026, Value Loss: 7.122170925140381
[WM + Critic Training] Itr: 29419/227026, Value Loss: 8.46754264831543
[WM + Critic Training] Itr: 29469/227026, Value Loss: 7.880256652832031
[WM + Critic Training] Itr: 29519/227026, Value Loss: 5.766449928283691
[WM + Critic Training] Itr: 29569/227026, Value Loss: 9.68857192993164
[WM + Critic Training] Itr: 29619/227026, Value Loss: 5.68437385559082
[WM + Critic Training] Itr: 29669/227026, Value Loss: 8.576248168945312
[WM + Critic Training] Itr: 29719/227026, Value Loss: 5.6123480796813965
[WM + Critic Training] Itr: 29769/227026, Value Loss: 6.188170433044434
[WM + Critic Training] Itr: 29819/227026, Value Loss: 8.024885177612305
[WM + Critic Training] Itr: 29869/227026, Value Loss: 5.522134304046631
[WM + Critic Training] Itr: 29919/227026, Value Loss: 8.127729415893555
[WM + Critic Training] Itr: 29969/227026, Value Loss: 7.86279821395874
[WM + Critic Training] Itr: 30019/227026, Value Loss: 7.359315872192383
[WM + Critic Training] Itr: 30069/227026, Value Loss: 7.7816267013549805
[WM + Critic Training] Itr: 30119/227026, Value Loss: 11.014474868774414
[WM + Critic Training] Itr: 30169/227026, Value Loss: 7.383419036865234
[WM + Critic Training] Itr: 30219/227026, Value Loss: 6.05074405670166
[WM + Critic Training] Itr: 30269/227026, Value Loss: 6.083829879760742
[WM + Critic Training] Itr: 30319/227026, Value Loss: 7.434424877166748
[WM + Critic Training] Itr: 30369/227026, Value Loss: 7.437115669250488
[WM + Critic Training] Itr: 30419/227026, Value Loss: 5.665355205535889
[WM + Critic Training] Itr: 30469/227026, Value Loss: 8.44426155090332
[WM + Critic Training] Itr: 30519/227026, Value Loss: 11.20612907409668
[WM + Critic Training] Itr: 30569/227026, Value Loss: 11.024470329284668
[WM + Critic Training] Itr: 30619/227026, Value Loss: 11.946276664733887
[WM + Critic Training] Itr: 30669/227026, Value Loss: 7.440163612365723
[WM + Critic Training] Itr: 30719/227026, Value Loss: 12.904459953308105
[WM + Critic Training] Itr: 30769/227026, Value Loss: 9.474096298217773
[WM + Critic Training] Itr: 30819/227026, Value Loss: 7.527199745178223
[WM + Critic Training] Itr: 30869/227026, Value Loss: 7.276572227478027
[WM + Critic Training] Itr: 30919/227026, Value Loss: 10.195993423461914
[WM + Critic Training] Itr: 30969/227026, Value Loss: 7.159090995788574
[WM + Critic Training] Itr: 31019/227026, Value Loss: 6.736590385437012
[WM + Critic Training] Itr: 31069/227026, Value Loss: 9.055282592773438
[WM + Critic Training] Itr: 31119/227026, Value Loss: 8.276331901550293
[WM + Critic Training] Itr: 31169/227026, Value Loss: 12.008975982666016
[WM + Critic Training] Itr: 31219/227026, Value Loss: 7.844026565551758
[WM + Critic Training] Itr: 31269/227026, Value Loss: 12.682868957519531
[WM + Critic Training] Itr: 31319/227026, Value Loss: 7.640126705169678
[WM + Critic Training] Itr: 31369/227026, Value Loss: 8.514936447143555
[WM + Critic Training] Itr: 31419/227026, Value Loss: 7.0476484298706055
[WM + Critic Training] Itr: 31469/227026, Value Loss: 8.381864547729492
[WM + Critic Training] Itr: 31519/227026, Value Loss: 9.24140739440918
[WM + Critic Training] Itr: 31569/227026, Value Loss: 10.388458251953125
[WM + Critic Training] Itr: 31619/227026, Value Loss: 10.635534286499023
[WM + Critic Training] Itr: 31669/227026, Value Loss: 7.610591888427734
[WM + Critic Training] Itr: 31719/227026, Value Loss: 8.676215171813965
[WM + Critic Training] Itr: 31769/227026, Value Loss: 6.945451259613037
[WM + Critic Training] Itr: 31819/227026, Value Loss: 7.08171272277832
[WM + Critic Training] Itr: 31869/227026, Value Loss: 7.315138816833496
[WM + Critic Training] Itr: 31919/227026, Value Loss: 9.00019645690918
[WM + Critic Training] Itr: 31969/227026, Value Loss: 11.64215087890625
[WM + Critic Training] Itr: 32019/227026, Value Loss: 7.654281139373779
[WM + Critic Training] Itr: 32069/227026, Value Loss: 8.103043556213379
[WM + Critic Training] Itr: 32119/227026, Value Loss: 7.433004379272461
[WM + Critic Training] Itr: 32169/227026, Value Loss: 7.517604827880859
[WM + Critic Training] Itr: 32219/227026, Value Loss: 7.485082626342773
[WM + Critic Training] Itr: 32269/227026, Value Loss: 7.581349849700928
[WM + Critic Training] Itr: 32319/227026, Value Loss: 9.111980438232422
[WM + Critic Training] Itr: 32369/227026, Value Loss: 8.33426570892334
[WM + Critic Training] Itr: 32419/227026, Value Loss: 7.499452590942383
[WM + Critic Training] Itr: 32469/227026, Value Loss: 10.247173309326172
[WM + Critic Training] Itr: 32519/227026, Value Loss: 8.613405227661133
[WM + Critic Training] Itr: 32569/227026, Value Loss: 11.815681457519531
[WM + Critic Training] Itr: 32619/227026, Value Loss: 7.2646026611328125
[WM + Critic Training] Itr: 32669/227026, Value Loss: 12.46454906463623
[WM + Critic Training] Itr: 32719/227026, Value Loss: 9.281632423400879
[WM + Critic Training] Itr: 32769/227026, Value Loss: 7.8565802574157715
[WM + Critic Training] Itr: 32819/227026, Value Loss: 7.873752593994141
[WM + Critic Training] Itr: 32869/227026, Value Loss: 9.401446342468262
[WM + Critic Training] Itr: 32919/227026, Value Loss: 7.323461055755615
[WM + Critic Training] Itr: 32969/227026, Value Loss: 7.619088172912598
[WM + Critic Training] Itr: 33019/227026, Value Loss: 7.362687110900879
[WM + Critic Training] Itr: 33069/227026, Value Loss: 9.527779579162598
[WM + Critic Training] Itr: 33119/227026, Value Loss: 8.045696258544922
[WM + Critic Training] Itr: 33169/227026, Value Loss: 8.87344741821289
[WM + Critic Training] Itr: 33219/227026, Value Loss: 7.791236400604248
[WM + Critic Training] Itr: 33269/227026, Value Loss: 8.474227905273438
[WM + Critic Training] Itr: 33319/227026, Value Loss: 8.882373809814453
[WM + Critic Training] Itr: 33369/227026, Value Loss: 9.786277770996094
[WM + Critic Training] Itr: 33419/227026, Value Loss: 6.866294860839844
[WM + Critic Training] Itr: 33469/227026, Value Loss: 8.387033462524414
[WM + Critic Training] Itr: 33519/227026, Value Loss: 7.653855800628662
[WM + Critic Training] Itr: 33569/227026, Value Loss: 8.730894088745117
[WM + Critic Training] Itr: 33619/227026, Value Loss: 8.190814018249512
[WM + Critic Training] Itr: 33669/227026, Value Loss: 10.165953636169434
[WM + Critic Training] Itr: 33719/227026, Value Loss: 11.391890525817871
[WM + Critic Training] Itr: 33769/227026, Value Loss: 8.732504844665527
[WM + Critic Training] Itr: 33819/227026, Value Loss: 8.856428146362305
[WM + Critic Training] Itr: 33869/227026, Value Loss: 4.806204795837402
[WM + Critic Training] Itr: 33919/227026, Value Loss: 8.535422325134277
[WM + Critic Training] Itr: 33969/227026, Value Loss: 11.15998649597168
[WM + Critic Training] Itr: 34019/227026, Value Loss: 9.295263290405273
[WM + Critic Training] Itr: 34069/227026, Value Loss: 10.00826644897461
[WM + Critic Training] Itr: 34119/227026, Value Loss: 8.01425838470459
[WM + Critic Training] Itr: 34169/227026, Value Loss: 11.624491691589355
[WM + Critic Training] Itr: 34219/227026, Value Loss: 9.304698944091797
[WM + Critic Training] Itr: 34269/227026, Value Loss: 8.385721206665039
[WM + Critic Training] Itr: 34319/227026, Value Loss: 15.644343376159668
[WM + Critic Training] Itr: 34369/227026, Value Loss: 8.182673454284668
[WM + Critic Training] Itr: 34419/227026, Value Loss: 9.614469528198242
[WM + Critic Training] Itr: 34469/227026, Value Loss: 10.729105949401855
[WM + Critic Training] Itr: 34519/227026, Value Loss: 8.320011138916016
[WM + Critic Training] Itr: 34569/227026, Value Loss: 8.230769157409668
[WM + Critic Training] Itr: 34619/227026, Value Loss: 10.617549896240234
[WM + Critic Training] Itr: 34669/227026, Value Loss: 8.674022674560547
[WM + Critic Training] Itr: 34719/227026, Value Loss: 10.953222274780273
[WM + Critic Training] Itr: 34769/227026, Value Loss: 9.688154220581055
[WM + Critic Training] Itr: 34819/227026, Value Loss: 10.322480201721191
[WM + Critic Training] Itr: 34869/227026, Value Loss: 13.229557037353516
[WM + Critic Training] Itr: 34919/227026, Value Loss: 10.296930313110352
[WM + Critic Training] Itr: 34969/227026, Value Loss: 6.903393745422363
[WM + Critic Training] Itr: 35019/227026, Value Loss: 11.396848678588867
[WM + Critic Training] Itr: 35069/227026, Value Loss: 10.194711685180664
[WM + Critic Training] Itr: 35119/227026, Value Loss: 6.963279724121094
[WM + Critic Training] Itr: 35169/227026, Value Loss: 7.138368129730225
[WM + Critic Training] Itr: 35219/227026, Value Loss: 7.285822868347168
[WM + Critic Training] Itr: 35269/227026, Value Loss: 7.86532735824585
[WM + Critic Training] Itr: 35319/227026, Value Loss: 9.432474136352539
[WM + Critic Training] Itr: 35369/227026, Value Loss: 8.709400177001953
[WM + Critic Training] Itr: 35419/227026, Value Loss: 8.345170974731445
[WM + Critic Training] Itr: 35469/227026, Value Loss: 10.171277046203613
[WM + Critic Training] Itr: 35519/227026, Value Loss: 7.933364391326904
[WM + Critic Training] Itr: 35569/227026, Value Loss: 10.849838256835938
[WM + Critic Training] Itr: 35619/227026, Value Loss: 12.724418640136719
[WM + Critic Training] Itr: 35669/227026, Value Loss: 11.06617546081543
[WM + Critic Training] Itr: 35719/227026, Value Loss: 8.611183166503906
[WM + Critic Training] Itr: 35769/227026, Value Loss: 6.4094953536987305
